354957034256753,1342496489332.7393,GPS,2|1342496492000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496490293.9743,GPS,2|1342496493000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496491284.9374,GPS,2|1342496494000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496492299.8334,GPS,2|1342496495000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496493298.6020,GPS,2|1342496496000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496494289.3458,GPS,2|1342496497000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496495296.2142,GPS,2|1342496498000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496496282.5567,GPS,2|1342496499000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496497283.7167,GPS,2|1342496500000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496498296.2103,GPS,2|1342496501000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496499291.795,GPS,2|1342496502000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496500288.9330,GPS,2|1342496503000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496501277.7164,GPS,2|1342496504000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496502288.3277,GPS,2|1342496505000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496503283.8097,GPS,2|1342496506000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496504281.8323,GPS,2|1342496507000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496505283.5576,GPS,2|1342496508000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496506289.3889,GPS,2|1342496509000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496507311.1915,GPS,2|1342496510000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496508292.6156,GPS,2|1342496511000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496509271.2878,GPS,2|1342496512000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496510292.4833,GPS,2|1342496513000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496511300.2612,GPS,2|1342496514000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496512277.5451,GPS,2|1342496515000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496513270.3017,GPS,2|1342496516000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496514272.9286,GPS,2|1342496517000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496515273.6333,GPS,2|1342496518000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496516257.2300,GPS,2|1342496519000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496517256.4026,GPS,2|1342496520000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496577243.9891,GPS,2|1342496580000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496578208.9025,GPS,2|1342496581000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496579204.8066,GPS,2|1342496582000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496580208.6529,GPS,2|1342496583000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496581220.5763,GPS,2|1342496584000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496582210.5717,GPS,2|1342496585000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496583212.8326,GPS,2|1342496586000|37.37542390823364|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496584205.7154,GPS,2|1342496587000|37.37542927265167|-121.98438763618469|-42.0|48.0|0.0|0.0|0
354957034256753,1342496585209.1458,GPS,2|1342496588000|37.37542390823364|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496586203.886,GPS,2|1342496589000|37.37542390823364|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496587202.3368,GPS,2|1342496590000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496588194.2381,GPS,2|1342496591000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496589193.9583,GPS,2|1342496592000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496590199.4002,GPS,2|1342496593000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496591199.4293,GPS,2|1342496594000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496592204.4507,GPS,2|1342496595000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496593192.455,GPS,2|1342496596000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496594200.1221,GPS,2|1342496597000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496595195.7089,GPS,2|1342496598000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496596186.227,GPS,2|1342496599000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496597193.7271,GPS,2|1342496600000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496598183.8622,GPS,2|1342496601000|37.37542927265167|-121.98438763618469|-42.0|32.0|0.0|0.0|0
354957034256753,1342496599189.7817,GPS,2|1342496602000|37.37542927265167|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496600200.4696,GPS,2|1342496603000|37.37542390823364|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496601186.5222,GPS,2|1342496604000|37.37542390823364|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496602189.6239,GPS,2|1342496605000|37.37542927265167|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496603190.9536,GPS,2|1342496606000|37.37542927265167|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496604190.9186,GPS,2|1342496607000|37.37542390823364|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496605192.4378,GPS,2|1342496608000|37.37542390823364|-121.98438763618469|-42.0|24.0|0.0|0.0|0
354957034256753,1342496606185.6093,GPS,2|1342496609000|37.37542390823364|-121.98439300060272|-42.0|24.0|0.0|0.0|0
354957034256753,1342496607201.2934,GPS,2|1342496610000|37.37542390823364|-121.98438763618469|-43.0|32.0|0.0|0.0|0
354957034256753,1342496608189.2880,GPS,2|1342496611000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496609212.616,GPS,2|1342496612000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496610177.568,GPS,2|1342496613000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496611193.231,GPS,2|1342496614000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496612176.5009,GPS,2|1342496615000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496613182.6683,GPS,2|1342496616000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496614183.1689,GPS,2|1342496617000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496615174.4146,GPS,2|1342496618000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496616183.6104,GPS,2|1342496619000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496617164.5556,GPS,2|1342496620000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496618162.8155,GPS,2|1342496621000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496619171.6743,GPS,2|1342496622000|37.37541854381561|-121.98439300060272|-42.0|32.0|0.0|0.0|0
354957034256753,1342496620172.517,GPS,2|1342496623000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496621166.7774,GPS,2|1342496624000|37.37541854381561|-121.98439300060272|-42.0|32.0|0.0|0.0|0
354957034256753,1342496622203.5095,GPS,2|1342496625000|37.37541854381561|-121.98439300060272|-42.0|32.0|0.0|0.0|0
354957034256753,1342496623163.7946,GPS,2|1342496626000|37.37541854381561|-121.98439300060272|-42.0|32.0|0.0|0.0|0
354957034256753,1342496624156.3411,GPS,2|1342496627000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496625158.8814,GPS,2|1342496628000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496626158.3059,GPS,2|1342496629000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496627165.9412,GPS,2|1342496630000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496628155.9039,GPS,2|1342496631000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496629175.5701,GPS,2|1342496632000|37.37541854381561|-121.98439300060272|-42.0|32.0|0.0|0.0|0
354957034256753,1342496630157.3800,GPS,2|1342496633000|37.37541854381561|-121.98439300060272|-43.0|32.0|0.0|0.0|0
354957034256753,1342496631152.2501,GPS,2|1342496634000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496632157.8048,GPS,2|1342496635000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496633151.3245,GPS,2|1342496636000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496634153.9685,GPS,2|1342496637000|37.37541854381561|-121.98439300060272|-42.0|48.0|0.0|0.0|0
354957034256753,1342496635134.1700,GPS,2|1342496638000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496636147.2795,GPS,2|1342496639000|37.37541854381561|-121.98439300060272|-42.0|48.0|0.0|0.0|0
354957034256753,1342496637145.3132,GPS,2|1342496640000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496638194.4516,GPS,2|1342496641000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496639150.3502,GPS,2|1342496642000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496640128.1102,GPS,2|1342496643000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496641141.6274,GPS,2|1342496644000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496642145.9258,GPS,2|1342496645000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496643138.1443,GPS,2|1342496646000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496644142.8600,GPS,2|1342496647000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496645147.1500,GPS,2|1342496648000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496646138.3321,GPS,2|1342496649000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496647141.3013,GPS,2|1342496650000|37.37541854381561|-121.98439300060272|-43.0|48.0|0.0|0.0|0
354957034256753,1342496648138.8082,GPS,2|1342496651000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496649142.3879,GPS,2|1342496652000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496650131.7984,GPS,2|1342496653000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496651138.5897,GPS,2|1342496654000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496652135.8126,GPS,2|1342496655000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496653129.7680,GPS,2|1342496656000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496654135.6063,GPS,2|1342496657000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496655141.8843,GPS,2|1342496658000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496656126.7488,GPS,2|1342496659000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496657301.2824,GPS,2|1342496660000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
354957034256753,1342496658131.939,GPS,2|1342496661000|37.37541854381561|-121.98438763618469|-43.0|48.0|0.0|0.0|0
