354957034256753,1342494622807.617,GSM,7841|6037|9|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494623814.4408,GSM,7841|6037|9|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494624827.8052,GSM,7841|6037|9|2|0|0|2|5485|6037|14|8515|6042|12
354957034256753,1342494625815.5455,GSM,7841|6037|9|2|0|0|4|5485|6037|14|8515|6042|12|38216|0|99|35464|0|99
354957034256753,1342494626815.9497,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|13|38216|0|99|35464|0|99
354957034256753,1342494627815.239,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|13|38216|0|99|35464|0|99
354957034256753,1342494628804.5013,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|13|38216|0|99|35464|0|99
354957034256753,1342494629826.2721,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|13|38216|0|99|35464|0|99
354957034256753,1342494630815.4281,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|13|38216|0|99|35464|0|99
354957034256753,1342494631816.8378,GSM,7841|6037|11|2|0|0|2|5485|6037|15|8515|6042|12
354957034256753,1342494632823.9689,GSM,7841|6037|10|2|0|0|4|5485|6037|15|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494633824.2256,GSM,7841|6037|10|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494634824.2572,GSM,7841|6037|10|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494635824.107,GSM,7841|6037|10|2|0|0|2|5485|6037|14|8515|6042|12
354957034256753,1342494636815.4805,GSM,7841|6037|10|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494637817.3941,GSM,7841|6037|10|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494638825.1037,GSM,7841|6037|11|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494639825.7990,GSM,7841|6037|11|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494640823.9934,GSM,7841|6037|11|2|0|0|4|5485|6037|14|8515|6042|12|35464|0|99|38216|0|99
354957034256753,1342494641823.752,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|12|4625|6042|11|38216|0|99
354957034256753,1342494642827.8095,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|12|4625|6042|11|38216|0|99
354957034256753,1342494643825.6388,GSM,7841|6037|11|2|0|0|4|5485|6037|15|8515|6042|12|4625|6042|11|38216|0|99
354957034256753,1342494644837.1828,GSM,7841|6037|10|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|11|38216|0|99|23085|0|99
354957034256753,1342494645838.9027,GSM,7841|6037|10|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|11|38216|0|99|23085|6037|12
354957034256753,1342494646833.3572,GSM,7841|6037|10|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|11|38216|0|99|23085|6037|12
354957034256753,1342494647835.9350,GSM,7841|6037|10|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|12|38216|0|99|23085|6037|12
354957034256753,1342494648841.8158,GSM,7841|6037|10|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|12|38216|0|99|23085|6037|12
354957034256753,1342494649835.2465,GSM,7841|6037|10|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|12|38216|0|99|23085|6037|12
354957034256753,1342494650837.9902,GSM,7841|6037|11|2|0|0|5|5485|6037|15|8515|6042|13|4625|6042|12|38216|0|99|23085|6037|12
